DateTime,Tone_WWV,Tone_Magnitude_WWV,Noise_Floor_WWV,SNR_WWV,Tone_WWVH,Tone_Magnitude_WWVH,Noise_Floor_WWVH,SNR_WWVH,Ratio_SNR
20240131T000000Z,,None,None,None,,None,None,None,None
20240131T000100Z,600,0.12612016660161363,0.006541492932527329,25.702153185075787,440,0.0041133205959615,0.0021428227890716673,5.6641260731761225,20.038027111899666
20240131T000200Z,440,0.0005563287850527431,0.0012926332519177448,-7.322875844147005,600,0.0006477399180091462,0.0008678778589225786,-2.5411589385670568,-4.781716905579949
20240131T000300Z,600,0.0004829180000998044,0.001641111020867633,-10.625291371271288,500,0.0005838040952217959,0.002667448211006256,-13.196577183104543,2.571285811833252
20240131T000400Z,500,0.0086465855374036,0.004590918757835393,5.498900694122719,600,0.00807631113487013,0.0026367099579060263,9.723013642997564,-4.224112948874845
20240131T000500Z,600,0.17584509255441902,0.007816414922919943,27.042452948410663,500,0.03422402276056922,0.002870051922673455,21.52882604683419,5.513626901576476
20240131T000600Z,500,0.06409140056033219,0.003811613137505754,24.51381893929667,600,0.010492062139808328,0.0010436795476634843,20.04587362211594,4.467945317180727
20240131T000700Z,600,0.12674378064712552,0.008433015163952551,23.538875526304416,500,0.021652447425320295,0.003941825935804093,14.796191001599372,8.742684524705043
20240131T000800Z,,None,None,None,,None,None,None,None
20240131T000900Z,,None,None,None,,None,None,None,None
20240131T001000Z,,None,None,None,,None,None,None,None
20240131T001100Z,600,0.10283798378410498,0.00653303645416563,23.94076943673777,500,0.01638146722349667,0.003183687205028466,14.228448103412752,9.71232133332502
20240131T001200Z,500,0.15340494740612517,0.007732671265345234,25.950196369060627,600,0.025083605942079,0.0018158336191277872,22.806278338679377,3.143918030381246
20240131T001300Z,600,0.07869153319822912,0.0038874137781406935,26.12534474868781,500,0.013262180132706114,0.0009678998690288812,22.735689826017662,3.389654922670145
20240131T001400Z,,None,None,None,,None,None,None,None
20240131T001500Z,,None,None,None,,None,None,None,None
20240131T001600Z,500,0.12038518354163481,0.007436487884398926,24.18410329022487,,None,None,None,None
20240131T001700Z,600,0.17037649643273736,0.007389944774926721,27.255369807705435,,None,None,None,None
20240131T001800Z,,None,None,None,,None,None,None,None
20240131T001900Z,600,0.06658901551970185,0.0017813514331068436,31.453059732812978,,None,None,None,None
20240131T002000Z,500,0.06472641359652004,0.005471621492655089,21.4593099442129,600,0.009761279339823395,0.0012681625348162056,17.72663644972073,3.73267349449217
20240131T002100Z,600,0.12013873843329007,0.008142938553062173,23.378038190878947,500,0.01932019257545792,0.003187500666732979,15.651223333595228,7.726814857283718
20240131T002200Z,500,0.15823873667378094,0.010209718691873837,23.805980617109213,600,0.02617112512624556,0.0022709981139725313,21.232112406130415,2.5738682109787976
20240131T002300Z,600,0.16497102382916495,0.007955383955951434,26.334930491230626,500,0.030503349980588162,0.0031720465740094003,19.660159647347808,6.674770843882818
20240131T002400Z,500,0.10639017248331196,0.0037405639552117232,29.079288567681523,600,0.01614402257581296,0.0010653637918601113,23.61027647446567,5.469012093215854
20240131T002500Z,600,0.043917590557737855,0.004158491832317637,20.47405305315884,500,0.006750786651963428,0.0014268384408523134,13.499591634725508,6.974461418433332
20240131T002600Z,500,0.11340352650078153,0.009249414090932993,21.770246739886076,600,0.017232604234431105,0.0026551885337871297,16.24511100281793,5.525135737068146
20240131T002700Z,600,0.16328194967900547,0.011516791069244185,23.032133785283317,500,0.03190383236623324,0.004470452701389907,17.069827008355006,5.962306776928312
20240131T002800Z,500,0.11935844455856558,0.0037369754463873095,30.08665812457634,600,0.01897781056831153,0.0009439985560997685,26.065495545671745,4.021162578904591
20240131T002900Z,,None,None,None,,None,None,None,None
20240131T003000Z,,None,None,None,,None,None,None,None
20240131T003100Z,600,0.13558512771042752,0.006901841742589962,25.864941154161233,500,0.021843461748785414,0.0028932138070449855,17.558818748773035,8.3061224053882
20240131T003200Z,500,0.14030669080131314,0.0075439215167616485,25.38962440288025,600,0.022857111185590997,0.0018873292411589774,21.66347344423819,3.726150958642063
20240131T003300Z,600,0.1125994936111653,0.0053170743251194095,26.5172741242311,500,0.01752115593231835,0.002018878566495216,18.76905114714829,7.748222977082811
20240131T003400Z,500,0.08004925182560674,0.003144794676555075,28.115299630508144,600,0.01255855065446796,0.0008063106695274199,23.84874229977649,4.266557330731655
20240131T003500Z,600,0.11715966142716391,0.0074071269068656425,23.982566449073307,500,0.020158410071683015,0.0038662461698207116,14.343335456130205,9.6392309929431
20240131T003600Z,500,0.18461896229217056,0.014022842732249916,22.388804843013542,600,0.03552649995370561,0.002888390489241594,21.797930338069754,0.5908745049437858
20240131T003700Z,600,0.16017973797364296,0.00673143212644519,27.53000215543325,500,0.03548876411156278,0.0031746726936293904,20.96783837799343,6.562163777439819
20240131T003800Z,500,0.10411678815790568,0.0033220220104257323,29.92236513477326,600,0.015978911232666433,0.0012231601468194312,22.321277234810836,7.601087899962417
20240131T003900Z,600,0.07760637997082061,0.005624055178308353,22.796957056941487,500,0.011621562570882779,0.00274278323924764,12.541460758366807,10.255496298574677
20240131T004000Z,500,0.15070152509176832,0.01314562070856581,21.186730999525004,600,0.025257657343631702,0.002827805536978876,19.018870532235415,2.1678604672895876
20240131T004100Z,600,0.17264044976953258,0.007923686793580485,26.764305166174353,500,0.03313870295547366,0.0047410821612183475,16.889160492756517,9.875144673417838
20240131T004200Z,500,0.1590807622083811,0.013174753700118105,21.63750316542695,600,0.026052305542040008,0.0024010445460711446,20.70891890884516,0.9285842565817914
20240131T004300Z,,None,None,None,500,0.0016201780059263142,0.004089982242225148,-8.043173802342539,None
20240131T004400Z,,None,None,None,500,0.0011500723086382608,0.003809156070124105,-10.402072408678036,None
20240131T004500Z,,None,None,None,500,0.0013050341335598778,0.0023899524642366624,-5.255347841247261,None
20240131T004600Z,,None,None,None,600,0.0009401866235237513,0.0017602720118206176,-5.447314315959141,None
20240131T004700Z,,None,None,None,500,0.001068990992185766,0.0019035242578985068,-5.011687400739358,None
20240131T004800Z,,None,None,None,500,0.0006275951364414598,0.0013786146503836749,-6.8352664005131505,None
